"date","theme","topic","index_within_date","new_word","theme_upper","category","content_length"
2021-02-13,"CITIZENS"," SOP on preventive measures to contain spread of COVID-19 in offices.pdf",1," SOP on preventive measures to contain spread of COVID-19 in offices","CITIZENS","CITIZENS",11
2021-02-17,"TRAVEL_ADVISORY"," Algorithm for international arrivals.pdf",1," Algorithm for international arrivals","TRAVEL_ADVISORY","TRAVEL_ADVISORY",4
2021-02-17,"TRAVEL_ADVISORY"," Guidelines for International Arrivals.pdf",2," Guidelines for International Arrivals","TRAVEL_ADVISORY","TRAVEL_ADVISORY",4
2021-02-27,"HOSPITALS"," List of Ayushman Bharat PMJAY empanelled Hospitals that can be used by States UTs as Covid19 vaccination centres.xlsx",1," List of Ayushman Bharat PMJAY empanelled Hospitals that can be used by States UTs as Covid19 vaccination centres","HOSPITALS","HOSPITALS",18
2021-02-27,"HOSPITALS"," List of CGHS empanelled Hospitals that can be used by States UTs as Covid-19 vaccination centres.xlsx",2," List of CGHS empanelled Hospitals that can be used by States UTs as Covid-19 vaccination centres","HOSPITALS","HOSPITALS",16
2021-02-27,"OFFICIAL"," List of Ayushman Bharat PMJAY empanelled Hospitals that can be used by States or UTs as Covid-19 vaccination centres.xlsx",1," List of Ayushman Bharat PMJAY empanelled Hospitals that can be used by States or UTs as Covid-19 vaccination centres","OFFICIAL","OFFICIAL",19
2021-02-27,"OFFICIAL"," List of CGHS empanelled Hospitals that can be used by States or UTs as Covid-19 vaccination centres.xlsx",2," List of CGHS empanelled Hospitals that can be used by States or UTs as Covid-19 vaccination centres","OFFICIAL","OFFICIAL",17
2021-02-28,"CITIZENS"," Guidance Note for Co-WIN 2.0.pdf",1," Guidance Note for Co-WIN 2.0","CITIZENS","CITIZENS",5
2021-02-28,"CITIZENS"," User Manual - Citizen Registration & Appointment for Vaccination Ver 1.1.pdf",2," User Manual - Citizen Registration & Appointment for Vaccination Ver 1.1","CITIZENS","CITIZENS",11
2021-02-28,"HOSPITALS"," User Manual - Citizen Registration & Appointment for Vaccination Ver 1.1.pdf",1," User Manual - Citizen Registration & Appointment for Vaccination Ver 1.1","HOSPITALS","HOSPITALS",11
2021-02-28,"OFFICIAL"," User Manual - Citizen Registration & Appointment for Vaccination Ver 1.1.pdf",1," User Manual - Citizen Registration & Appointment for Vaccination Ver 1.1","OFFICIAL","OFFICIAL",11
2021-03-01,"CITIZENS"," SOP on preventive measures in Hotels and other Hospitality Units to contain spread of COVID-19.pdf",1," SOP on preventive measures in Hotels and other Hospitality Units to contain spread of COVID-19","CITIZENS","CITIZENS",15
2021-03-01,"CITIZENS"," SOP on preventive measures in Restaurants to contain spread of COVID-19.pdf",2," SOP on preventive measures in Restaurants to contain spread of COVID-19","CITIZENS","CITIZENS",11
2021-03-01,"CITIZENS"," SOP on preventive measures in shopping malls to contain spread of COVID-19.pdf",3," SOP on preventive measures in shopping malls to contain spread of COVID-19","CITIZENS","CITIZENS",12
2021-03-01,"CITIZENS"," SOP on preventive measures to be followed in Entertainment Parks.pdf",4," SOP on preventive measures to be followed in Entertainment Parks","CITIZENS","CITIZENS",10
2021-03-01,"CITIZENS","Guidelines on Preventive Measures to Contain Spread of COVID-19 in Yoga Institutes & Gymnasiums.pdf",5,"Guidelines on Preventive Measures to Contain Spread of COVID-19 in Yoga Institutes & Gymnasiums","CITIZENS","CITIZENS",14
2021-03-01,"CITIZENS","SOP on preventive measures to contain spread of COVID-19 in religious places and places of worship.pdf",6,"SOP on preventive measures to contain spread of COVID-19 in religious places and places of worship","CITIZENS","CITIZENS",16
2021-03-01,"CITIZENS","SOP on preventive measures to contain spread of COVID-19 in skill or entrepreneurship training institutions, higher educational institutions.pdf",7,"SOP on preventive measures to contain spread of COVID-19 in skill or entrepreneurship training institutions, higher educational institutions","CITIZENS","CITIZENS",18
2021-03-01,"OFFICIAL"," Guidelines on Preventive Measures to Contain Spread of COVID-19 in Yoga Institutes & Gymnasiums.pdf",1," Guidelines on Preventive Measures to Contain Spread of COVID-19 in Yoga Institutes & Gymnasiums","OFFICIAL","OFFICIAL",14
2021-03-01,"OFFICIAL"," SOP on preventive measures in Restaurants to contain spread of COVID-19.pdf",2," SOP on preventive measures in Restaurants to contain spread of COVID-19","OFFICIAL","OFFICIAL",11
2021-03-01,"OFFICIAL"," SOP on preventive measures in shopping malls to contain spread of COVID-19.pdf",3," SOP on preventive measures in shopping malls to contain spread of COVID-19","OFFICIAL","OFFICIAL",12
2021-03-01,"OFFICIAL"," SOP on preventive measures to be followed in Entertainment Parks.pdf",4," SOP on preventive measures to be followed in Entertainment Parks","OFFICIAL","OFFICIAL",10
2021-03-01,"OFFICIAL"," SOP on preventive measures to contain spread of COVID-19 in religious places and places of worship.pdf",5," SOP on preventive measures to contain spread of COVID-19 in religious places and places of worship","OFFICIAL","OFFICIAL",16
2021-03-01,"OFFICIAL"," SOP on preventive measures to contain spread of COVID-19 in skill or entrepreneurship training institutions, higher educational institutions.pdf",6," SOP on preventive measures to contain spread of COVID-19 in skill or entrepreneurship training institutions, higher educational institutions","OFFICIAL","OFFICIAL",18
2021-03-22,"CITIZENS"," FAQs on Co-WIN for Citizens.pdf",1," FAQs on Co-WIN for Citizens","CITIZENS","CITIZENS",5
2021-04-02,"OFFICIAL"," Guidelines for COVID Vaccine Payment to NHA.pdf",1," Guidelines for COVID Vaccine Payment to NHA","OFFICIAL","OFFICIAL",7
2021-04-07,"OFFICIAL"," Guidelines for COVID-19 Vaccination at WorkPlace.pdf",1," Guidelines for COVID-19 Vaccination at WorkPlace","OFFICIAL","OFFICIAL",6
2021-04-12,"AWARENESS"," Jan Andolan.PDF",1," Jan Andolan","AWARENESS","AWARENESS",2
2021-04-22,"CITIZENS"," COVID 19 Proning for Self care.pdf",1," COVID 19 Proning for Self care","CITIZENS","CITIZENS",6
2021-05-03,"HOSPITALS"," Renewal of Pradhan Mantri Garib Kalyan Package Insurance Scheme for Health Workers fighting COVID-19.pdf",1," Renewal of Pradhan Mantri Garib Kalyan Package Insurance Scheme for Health Workers fighting COVID-19","HOSPITALS","HOSPITALS",14
2021-05-03,"OFFICIAL"," Renewal of Pradhan Mantri Garib Kalyan Package- Insurance Scheme for Health Workers fighting COVID-19 w.e.f. 24.04.2021 for a further period of 180 days.pdf",1," Renewal of Pradhan Mantri Garib Kalyan Package- Insurance Scheme for Health Workers fighting COVID-19 w.e.f. 24.04.2021 for a further period of 180 days","OFFICIAL","OFFICIAL",23
2021-05-06,"CITIZENS"," SOP for COVID-19 Vaccination of Persons without Prescribed Identity Cards.pdf",1," SOP for COVID-19 Vaccination of Persons without Prescribed Identity Cards","CITIZENS","CITIZENS",10
2021-05-06,"HOSPITALS"," SOP for COVID-19 Vaccination of Persons without Prescribed Identity Cards.pdf",1," SOP for COVID-19 Vaccination of Persons without Prescribed Identity Cards","HOSPITALS","HOSPITALS",10
2021-05-06,"OFFICIAL"," SOP for COVID-19 Vaccination of Persons without Prescribed Identity Cards.pdf",1," SOP for COVID-19 Vaccination of Persons without Prescribed Identity Cards","OFFICIAL","OFFICIAL",10
2021-05-15,"EMPLOYEES"," Reimbursement of OPD medicines to CS (MA) beneficiaries- Special Sanction in view of COVID-19.pdf",1," Reimbursement of OPD medicines to CS (MA) beneficiaries- Special Sanction in view of COVID-19","EMPLOYEES","OTHERS",14
2021-05-16,"HOSPITALS"," SOP on COVID-19 Containment & Management in Peri-urban, Rural & Tribal areas.pdf",1," SOP on COVID-19 Containment & Management in Peri-urban, Rural & Tribal areas","HOSPITALS","HOSPITALS",12
2021-05-16,"OFFICIAL"," SOP on COVID-19 Containment & Management in Peri-urban, Rural & Tribal areas.pdf",1," SOP on COVID-19 Containment & Management in Peri-urban, Rural & Tribal areas","OFFICIAL","OFFICIAL",12
2021-05-19,"HOSPITALS"," Revised COVID-19 Clinical Management Protocol Algorithm (Adults).pdf",1," Revised COVID-19 Clinical Management Protocol Algorithm (Adults)","HOSPITALS","HOSPITALS",7
2021-05-19,"OFFICIAL"," Revised COVID-19 Clinical Management Protocol Algorithm (Adults).pdf",1," Revised COVID-19 Clinical Management Protocol Algorithm (Adults)","OFFICIAL","OFFICIAL",7
2021-05-24,"CITIZENS","Guidelines for Integration of Co-WIN with Third-party Applications Developed by Ecosystem Partners.pdf",1,"Guidelines for Integration of Co-WIN with Third-party Applications Developed by Ecosystem Partners","CITIZENS","CITIZENS",12
2021-05-24,"OFFICIAL"," Guidelines for Integration of Co-WIN with Third-party Applications Developed by Ecosystem Partners.pdf",1," Guidelines for Integration of Co-WIN with Third-party Applications Developed by Ecosystem Partners","OFFICIAL","OFFICIAL",12
2021-05-24,"OFFICIAL"," Updated Detailed Clinical Management Protocol for adult cases of COVID19.pdf",2," Updated Detailed Clinical Management Protocol for adult cases of COVID19","OFFICIAL","OFFICIAL",10
2021-05-27,"CITIZENS","Guidelines on near to Home COVID Vaccination Centres for Elderly & Differently Abled Citizens.pdf",1,"Guidelines on near to Home COVID Vaccination Centres for Elderly & Differently Abled Citizens","CITIZENS","CITIZENS",14
2021-05-27,"OFFICIAL"," Guidelines on near to Home COVID Vaccination Centres for Elderly & Differently Abled Citizens.pdf",1," Guidelines on near to Home COVID Vaccination Centres for Elderly & Differently Abled Citizens","OFFICIAL","OFFICIAL",14
2021-06-01,"HOSPITALS"," Clinical Guidance on Diagnosis and Management of Diabetes at COVID-19 Patient Management facility.pdf",1," Clinical Guidance on Diagnosis and Management of Diabetes at COVID-19 Patient Management facility","HOSPITALS","HOSPITALS",13
2021-06-01,"OFFICIAL"," Clinical Guidance on Diagnosis and Management of Diabetes at COVID-19 Patient Management facility.pdf",1," Clinical Guidance on Diagnosis and Management of Diabetes at COVID-19 Patient Management facility","OFFICIAL","OFFICIAL",13
2021-06-07,"CITIZENS","Administration of Second Dose of Covishield Vaccine Prior to Prescribed Time Interval (after 28 days but before 84 days) to persons intending to undertake international travel for specific purposes.pdf",1,"Administration of Second Dose of Covishield Vaccine Prior to Prescribed Time Interval (after 28 days but before 84 days) to persons intending to undertake international travel for specific purposes","CITIZENS","CITIZENS",29
2021-06-07,"HOSPITALS"," Advisory for Rational use of Remdesivir for COVID-19 Treatment.pdf",1," Advisory for Rational use of Remdesivir for COVID-19 Treatment","HOSPITALS","HOSPITALS",9
2021-06-07,"OFFICIAL"," Advisory for Rational use of Remdesivir for COVID-19 Treatment.pdf",1," Advisory for Rational use of Remdesivir for COVID-19 Treatment","OFFICIAL","OFFICIAL",9
2021-06-07,"TRAVEL_ADVISORY","Administration of Second Dose of Covishield Vaccine Prior to Prescribed Time Interval (after 28 days but before 84 days) to persons intending to undertake international travel for specific purposes.pdf",1,"Administration of Second Dose of Covishield Vaccine Prior to Prescribed Time Interval (after 28 days but before 84 days) to persons intending to undertake international travel for specific purposes","TRAVEL_ADVISORY","TRAVEL_ADVISORY",29
2021-06-08,"CITIZENS","Revised Guidelines for implementation of National COVID Vaccination Program.pdf",1,"Revised Guidelines for implementation of National COVID Vaccination Program","CITIZENS","CITIZENS",9
2021-06-08,"OFFICIAL"," Revised Guidelines for implementation of National COVID Vaccination Program.pdf",1," Revised Guidelines for implementation of National COVID Vaccination Program","OFFICIAL","OFFICIAL",9
2021-06-16,"OFFICIAL"," Guidelines on Operationalisation of COVID care services for children and adolescents.pdf",1," Guidelines on Operationalisation of COVID care services for children and adolescents","OFFICIAL","OFFICIAL",11
2021-06-18,"HOSPITALS"," Guidelines for Management of COVID-19 in Children.pdf",1," Guidelines for Management of COVID-19 in Children","HOSPITALS","HOSPITALS",7
2021-06-18,"OFFICIAL"," uidelines for Management of COVID-19 in Children.pdf",1," uidelines for Management of COVID-19 in Children","OFFICIAL","OFFICIAL",7
2021-06-22,"AWARENESS"," Toolkit for Youth Campaign on COVID Appropriate Behaviour, Vaccination drive and Psychosocial well-being (Hindi).pdf",1," Toolkit for Youth Campaign on COVID Appropriate Behaviour, Vaccination drive and Psychosocial well-being (Hindi)","AWARENESS","AWARENESS",14
2021-06-22,"AWARENESS"," Toolkit for Youth Campaign on COVID Appropriate Behaviour, Vaccination drive and Psychosocial well-being(English).pdf",2," Toolkit for Youth Campaign on COVID Appropriate Behaviour, Vaccination drive and Psychosocial well-being(English)","AWARENESS","AWARENESS",13
2021-07-02,"CITIZENS"," Operational Guidance for COVID-19 Vaccination of Pregnant Women.pdf",1," Operational Guidance for COVID-19 Vaccination of Pregnant Women","CITIZENS","CITIZENS",8
2021-07-02,"OFFICIAL"," Operational Guidance for COVID-19 Vaccination of Pregnant Women.pdf",1," Operational Guidance for COVID-19 Vaccination of Pregnant Women","OFFICIAL","OFFICIAL",8
2021-07-14,"AWARENESS"," Counselling booklet for Frontline Workers and Vaccinators (English).pdf",1," Counselling booklet for Frontline Workers and Vaccinators (English)","AWARENESS","AWARENESS",8
2021-07-14,"AWARENESS"," Counselling booklet for Frontline Workers and Vaccinators (Hindi).pdf",2," Counselling booklet for Frontline Workers and Vaccinators (Hindi)","AWARENESS","AWARENESS",8
2021-07-14,"AWARENESS"," Covid-19 vaccination of pregnant women (Hindi).pdf",3," Covid-19 vaccination of pregnant women (Hindi)","AWARENESS","AWARENESS",6
2021-07-14,"AWARENESS"," Covid -19  vaccination of pregnant women (English).pdf",4," Covid -19  vaccination of pregnant women (English)","AWARENESS","AWARENESS",7
2021-08-17,"HOSPITALS"," Genomic Surveillance for SARS CoV 2 In India Indian SARS CoV 2 Genomics Consortium (INSACOG) (Updated guidelines and SOPs).pdf",1," Genomic Surveillance for SARS CoV 2 In India Indian SARS CoV 2 Genomics Consortium (INSACOG) (Updated guidelines and SOPs)","HOSPITALS","HOSPITALS",19
2021-08-17,"OFFICIAL"," Genomic Surveillance for SARS-CoV-2 In India-Indian SARS-CoV-2 Genomics Consortium (INSACOG) (Updated guidelines and SOPs).pdf",1," Genomic Surveillance for SARS-CoV-2 In India-Indian SARS-CoV-2 Genomics Consortium (INSACOG) (Updated guidelines and SOPs)","OFFICIAL","OFFICIAL",14
2021-08-25,"OFFICIAL"," Guidelines for domestic travel (flight or train or ship or bus inter-state travel).pdf",1," Guidelines for domestic travel (flight or train or ship or bus inter-state travel)","OFFICIAL","OFFICIAL",13
2021-08-25,"TRAVEL_ADVISORY"," Guidelines for domestic travel (flight train ship bus inter-state travel).pdf",1," Guidelines for domestic travel (flight train ship bus inter-state travel)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",10
2021-09-01,"CITIZENS"," FAQs on COVID-19 Vaccines & Vaccination Program.pdf",1," FAQs on COVID-19 Vaccines & Vaccination Program","CITIZENS","CITIZENS",7
2021-09-06,"OFFICIAL"," Addendum to Guidelines on International Arrivals dated 17th February 2021.pdf",1," Addendum to Guidelines on International Arrivals dated 17th February 2021","OFFICIAL","OFFICIAL",10
2021-09-06,"TRAVEL_ADVISORY"," Addendum to Guidelines on International Arrivals dated 17th February 2021.pdf",1," Addendum to Guidelines on International Arrivals dated 17th February 2021","TRAVEL_ADVISORY","TRAVEL_ADVISORY",10
2021-09-29,"HOSPITALS"," National Guidelines for Safe Dental Practice During Covid-19 pandemi.pdf",1," National Guidelines for Safe Dental Practice During Covid-19 pandemi","HOSPITALS","HOSPITALS",9
2021-09-29,"OFFICIAL"," National Guidelines for Safe Dental Practice During Covid-19 pandemi.pdf",1," National Guidelines for Safe Dental Practice During Covid-19 pandemi","OFFICIAL","OFFICIAL",9
2021-10-05,"OFFICIAL"," Guidelines on Operationalization of Maternal Health Services during the COVID-19 Pandemic.pdf",1," Guidelines on Operationalization of Maternal Health Services during the COVID-19 Pandemic","OFFICIAL","OFFICIAL",11
2021-10-18,"AWARENESS"," Sentinels of the Soil A tribute to the Frontline and Healthcare workers in India's fight against COVID-19.pdf",1," Sentinels of the Soil A tribute to the Frontline and Healthcare workers in India's fight against COVID-19","AWARENESS","AWARENESS",17
2021-10-20,"TRAVEL_ADVISORY"," Algorithm for 'Guidelines for International Arrivals' (dated 20th October 2021).pdf",1," Algorithm for 'Guidelines for International Arrivals' (dated 20th October 2021)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",10
2021-10-20,"TRAVEL_ADVISORY"," Guidelines for International Arrivals.pdf",2," Guidelines for International Arrivals","TRAVEL_ADVISORY","TRAVEL_ADVISORY",4
2021-10-21,"HOSPITALS"," National Comprehensive Guidelines for Management of Post-Covid Sequelae.pdf",1," National Comprehensive Guidelines for Management of Post-Covid Sequelae","HOSPITALS","HOSPITALS",8
2021-10-21,"OFFICIAL"," National Comprehensive Guidelines for Management of Post-Covid Sequelae.pdf",1," National Comprehensive Guidelines for Management of Post-Covid Sequelae","OFFICIAL","OFFICIAL",8
2021-11-11,"TRAVEL_ADVISORY"," Guidelines for International Arrivals.pdf",1," Guidelines for International Arrivals","TRAVEL_ADVISORY","TRAVEL_ADVISORY",4
2021-11-13,"TRAVEL_ADVISORY","List of Countries to be referred to in context of 'Guidelines for international arrivals' dated 11th November 2021.pdf",1,"List of Countries to be referred to in context of 'Guidelines for international arrivals' dated 11th November 2021","TRAVEL_ADVISORY","TRAVEL_ADVISORY",18
2021-11-28,"TRAVEL_ADVISORY"," Algorithm for 'Guidelines for International Arrivals' (dated 28th November 2021).pdf",1," Algorithm for 'Guidelines for International Arrivals' (dated 28th November 2021)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",10
2021-11-28,"TRAVEL_ADVISORY"," Guidelines for International Arrivals.pdf",2," Guidelines for International Arrivals","TRAVEL_ADVISORY","TRAVEL_ADVISORY",4
2021-11-30,"TRAVEL_ADVISORY"," Algorithm for 'Guidelines for International Arrivals' (dated 30th November 2021).pdf",1," Algorithm for 'Guidelines for International Arrivals' (dated 30th November 2021)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",10
2021-11-30,"TRAVEL_ADVISORY"," Guidelines for International Arrivals.pdf",2," Guidelines for International Arrivals","TRAVEL_ADVISORY","TRAVEL_ADVISORY",4
2021-11-30,"TRAVEL_ADVISORY","List of Countries to be referred to in context of 'Guidelines for international arrivals' dated 30th November 2021.pdf",3,"List of Countries to be referred to in context of 'Guidelines for international arrivals' dated 30th November 2021","TRAVEL_ADVISORY","TRAVEL_ADVISORY",18
2021-12-03,"OFFICIAL"," FAQs on SARS-CoV-2 Variant-Omicron.pdf",1," FAQs on SARS-CoV-2 Variant-Omicron","OFFICIAL","OFFICIAL",4
2021-12-27,"CITIZENS","Guidelines for COVID-19 Vaccination of Children between 15 to 18 years and Precaution Dose to HCWs, FLWs & 60+ population with co-morbidities.pdf",1,"Guidelines for COVID-19 Vaccination of Children between 15 to 18 years and Precaution Dose to HCWs, FLWs & 60+ population with co-morbidities","CITIZENS","CITIZENS",22
2021-12-27,"OFFICIAL"," Guidelines for COVID-19 Vaccination of Children between 15 to 18 years and Precaution Dose to HCWs, FLWs & 60+ population with co-morbidities.pdf",1," Guidelines for COVID-19 Vaccination of Children between 15 to 18 years and Precaution Dose to HCWs, FLWs & 60+ population with co-morbidities","OFFICIAL","OFFICIAL",22
2022-01-05,"CITIZENS","Revised guidelines for Home Isolation of mild asymptomatic COVID-19 cases.pdf",1,"Revised guidelines for Home Isolation of mild asymptomatic COVID-19 cases","CITIZENS","CITIZENS",10
2022-01-05,"OFFICIAL"," Revised guidelines for Home Isolation of mild or asymptomatic COVID-19 cases.pdf",1," Revised guidelines for Home Isolation of mild or asymptomatic COVID-19 cases","OFFICIAL","OFFICIAL",11
2022-01-07,"TRAVEL_ADVISORY"," Algorithm for revised guidelines for international arrivals_7th January 2022.pdf",1," Algorithm for revised guidelines for international arrivals_7th January 2022","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
2022-01-07,"TRAVEL_ADVISORY"," Revised Guidelines for International Arrivals dated 7th January 2022.pdf",2," Revised Guidelines for International Arrivals dated 7th January 2022","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
2022-01-07,"TRAVEL_ADVISORY","List of Countries to be referred to in context of 'Guidelines for international arrivals' dated 7th January 2022.pdf",3,"List of Countries to be referred to in context of 'Guidelines for international arrivals' dated 7th January 2022","TRAVEL_ADVISORY","TRAVEL_ADVISORY",18
2022-01-09,"HOSPITALS"," Revised Advisory for managing Health Care Workers (HCWs) working in COVID and Non-COVID areas of the Health Care Facilities (updated on 9th January 2022).pdf",1," Revised Advisory for managing Health Care Workers (HCWs) working in COVID and Non-COVID areas of the Health Care Facilities (updated on 9th January 2022)","HOSPITALS","HOSPITALS",24
2022-01-09,"HOSPITALS"," Revised Discharge Policy for COVID-19 (updated on 9th January 2022).pdf",2," Revised Discharge Policy for COVID-19 (updated on 9th January 2022)","HOSPITALS","HOSPITALS",10
2022-01-09,"OFFICIAL"," Revised Advisory for managing Health Care Workers (HCWs) working in COVID and Non-COVID areas of the Health Care Facilities (updated on 9th January 2022).pdf",1," Revised Advisory for managing Health Care Workers (HCWs) working in COVID and Non-COVID areas of the Health Care Facilities (updated on 9th January 2022)","OFFICIAL","OFFICIAL",24
2022-01-09,"OFFICIAL"," Revised Discharge Policy for COVID-19 (updated on 9th January 2022).pdf",2," Revised Discharge Policy for COVID-19 (updated on 9th January 2022)","OFFICIAL","OFFICIAL",10
2022-01-12,"AWARENESS"," Revised (Illustrated) Guidelines for Home Isolation of Mild Asymptomatic COVID-19 Cases.pdf",1," Revised (Illustrated) Guidelines for Home Isolation of Mild Asymptomatic COVID-19 Cases","AWARENESS","AWARENESS",11
2022-01-17,"HOSPITALS"," Clinical Guidance for Management of Adult Covid-19 Patients (updated as on 17th January 2022).pdf",1," Clinical Guidance for Management of Adult Covid-19 Patients (updated as on 17th January 2022)","HOSPITALS","HOSPITALS",14
2022-01-20,"HOSPITALS"," Revised Comprehensive Guidelines for Management of COVID-19 in Children and Adolescents (below 18 years).pdf",1," Revised Comprehensive Guidelines for Management of COVID-19 in Children and Adolescents (below 18 years)","HOSPITALS","HOSPITALS",14
2022-01-20,"OFFICIAL"," Revised Comprehensive Guidelines for Management of COVID-19 in Children and Adolescents (below 18 years).pdf",1," Revised Comprehensive Guidelines for Management of COVID-19 in Children and Adolescents (below 18 years)","OFFICIAL","OFFICIAL",14
2022-01-20,"TRAVEL_ADVISORY"," Revised Guidelines for International Arrivals dated 20th January 2022.pdf",1," Revised Guidelines for International Arrivals dated 20th January 2022","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
2022-02-21,"OFFICIAL"," Public Notice regarding Environment and Social Management Framework (ESMF) for India COVID-19 Emergency Response and Health Systems Preparedness Project(P173836).pdf",1," Public Notice regarding Environment and Social Management Framework (ESMF) for India COVID-19 Emergency Response and Health Systems Preparedness Project(P173836)","OFFICIAL","OFFICIAL",19
2022-03-21,"CITIZENS"," Guidelines for Covid-19 Vaccination of Children Between 12-14 Years of Age.pdf",1," Guidelines for Covid-19 Vaccination of Children Between 12-14 Years of Age","CITIZENS","CITIZENS",11
2022-03-21,"OFFICIAL"," Guidelines for Covid-19 Vaccination of Children Between 12-14 Years of Age.pdf",1," Guidelines for Covid-19 Vaccination of Children Between 12-14 Years of Age","OFFICIAL","OFFICIAL",11
2022-06-09,"OFFICIAL"," Operational Guidelines for Revised Surveillance Strategy in context of COVID-19.pdf",1," Operational Guidelines for Revised Surveillance Strategy in context of COVID-19","OFFICIAL","OFFICIAL",10
2022-09-02,"TRAVEL_ADVISORY"," Guidelines for International arrivals (updated on 2nd September 2022).pdf",1," Guidelines for International arrivals (updated on 2nd September 2022)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
2022-09-27,"AWARENESS"," FAQs on COVID-19 Vaccines and Vaccination program.pdf",1," FAQs on COVID-19 Vaccines and Vaccination program","AWARENESS","AWARENESS",7
2022-11-17,"TRAVEL_ADVISORY","List of Countries Regions in respect of which primary vaccination schedule completion certificate is allowed to be considered (in context of guidelines for international arrivals updated on 2nd September 2022).pdf",1,"List of Countries Regions in respect of which primary vaccination schedule completion certificate is allowed to be considered (in context of guidelines for international arrivals updated on 2nd September 2022)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",30
2022-12-29,"TRAVEL_ADVISORY","Guidelines for International arrivals (updated on 29th December 2022).pdf",1,"Guidelines for International arrivals (updated on 29th December 2022)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
2023-02-10,"TRAVEL_ADVISORY"," Guidelines for International Arrivals (updated on 10th February 2023).pdf",1," Guidelines for International Arrivals (updated on 10th February 2023)","TRAVEL_ADVISORY","TRAVEL_ADVISORY",9
